player_A,player_B,matches,A_wins,B_wins,last_match_date,last5_sequence,A_wins_last5
105613,105643,2,2,0,2022-07-25,1 1,2
105932,106075,1,1,0,2021-04-05,1,1
105077,105575,1,1,0,2021-04-05,1,1
105487,126952,1,0,1,2021-04-05,0,0
105554,207518,3,0,3,2023-08-14,0 0 0,0
105807,106408,1,1,0,2021-04-05,1,1
125802,144719,2,1,1,2021-06-28,0 1,1
105870,132283,2,0,2,2024-01-08,0 0,0
134770,207989,4,0,4,2023-09-27,0 0 0 0,0
105077,105613,3,2,1,2022-08-29,1 0 1,2
105807,126952,3,2,1,2023-01-09,1 1 0,2
144719,207989,3,1,2,2022-04-18,1 0 0,1
105077,105807,3,0,3,2022-10-31,0 0 0,0
105807,144719,2,1,1,2022-03-07,1 0,1
105932,105936,1,0,1,2021-04-12,0,0
105332,111442,1,0,1,2021-04-12,0,0
104926,200175,2,2,0,2023-05-08,1 1,2
105807,105882,1,1,0,2021-04-12,1,1
111513,111575,4,0,4,2024-03-18,0 0 0 0,0
134770,208029,7,6,1,2024-02-26,1 1 0 1 1,4
105173,105643,2,0,2,2022-05-23,0 0,0
124079,126205,3,0,3,2021-10-25,0 0 0,0
106099,200031,1,1,0,2021-04-12,1,1
105550,106298,1,0,1,2021-04-12,0,0
104665,200615,1,0,1,2021-04-12,0,0
106234,207518,1,1,0,2021-04-12,1,1
106065,136440,2,1,1,2021-08-23,1 0,1
105341,128034,1,0,1,2021-04-12,0,0
105554,105583,2,2,0,2021-06-28,1 1,2
105077,206173,1,0,1,2021-04-12,0,0
105936,106228,1,1,0,2021-04-12,1,1
105138,126205,5,3,2,2023-01-16,1 1 1 0 0,3
126610,200221,2,1,1,2022-08-29,0 1,1
105357,106426,1,0,1,2021-04-12,0,0
106234,126774,1,0,1,2021-04-12,0,0
100644,132283,3,3,0,2024-01-01,1 1 1,3
104925,206173,6,4,2,2024-01-15,1 1 0 1 0,3
106298,200221,1,0,1,2021-04-12,0,0
104925,105554,1,0,1,2021-04-12,0,0
126774,200221,3,3,0,2022-04-11,1 1 1,3
122330,200221,2,1,1,2023-01-16,1 0,1
103852,207518,1,0,1,2021-04-19,0,0
105332,105943,1,0,1,2021-04-19,0,0
104542,106078,2,0,2,2021-06-21,0 0,0
105723,126523,1,0,1,2021-04-19,0,0
136440,144895,1,0,1,2021-04-19,0,0
126207,207989,2,1,1,2022-08-29,1 0,1
105732,111576,1,1,0,2021-04-19,1,1
106099,111815,1,0,1,2021-04-19,0,0
105453,105550,1,1,0,2021-04-19,1,1
125802,134868,1,1,0,2021-04-19,1,1
104678,106065,1,0,1,2021-04-19,0,0
200000,207518,4,2,2,2022-10-10,1 0 0 1,2
105948,110748,1,0,1,2021-04-19,0,0
105882,105936,1,0,1,2021-04-19,0,0
105943,126094,1,0,1,2021-04-19,0,0
105575,105643,2,0,2,2022-05-16,0 0,0
106078,206173,2,0,2,2021-09-27,0 0,0
105311,106121,1,0,1,2021-04-19,0,0
105357,105905,1,1,0,2021-04-19,1,1
105807,111442,2,2,0,2021-06-21,1 1,2
111513,126149,1,0,1,2021-04-19,0,0
104926,126523,2,1,1,2024-03-04,0 1,1
200615,202103,1,1,0,2021-04-19,1,1
105379,200624,1,1,0,2021-04-19,1,1
106043,126207,4,2,2,2022-08-29,1 1 0 0,2
105487,200175,2,0,2,2021-06-28,0 0,0
106228,126239,1,0,1,2021-04-19,0,0
106148,126952,1,0,1,2021-04-19,0,0
104745,125802,1,1,0,2021-04-19,1,1
106065,126610,1,0,1,2021-04-19,0,0
105583,105643,1,0,1,2021-04-19,0,0
126149,200615,1,1,0,2021-04-19,1,1
105807,126523,2,2,0,2022-04-18,1 1,2
105379,106234,1,0,1,2021-04-19,0,0
106043,144895,1,1,0,2021-04-19,1,1
126239,200175,2,1,1,2021-08-30,0 1,1
105676,111815,3,0,3,2023-05-22,0 0 0,0
104925,126952,2,2,0,2022-06-27,1 1,2
105643,106121,1,0,1,2021-04-19,0,0
105807,106043,3,3,0,2022-07-11,1 1 1,3
104925,200175,3,3,0,2022-06-27,1 1 1,3
106234,126610,1,0,1,2021-04-19,0,0
104655,105815,1,1,0,2021-04-26,1,1
122330,124079,2,1,1,2023-05-08,0 1,1
105649,105948,1,0,1,2021-04-26,0,0
111442,132686,1,0,1,2021-04-26,0,0
123755,200624,1,1,0,2021-04-26,1,1
105227,207989,4,1,3,2022-08-29,1 0 0 0,1
104665,200221,1,0,1,2021-04-26,0,0
105413,105526,1,0,1,2021-04-26,0,0
104871,144719,1,1,0,2021-04-26,1,1
104259,136440,1,0,1,2021-04-26,0,0
105870,106121,1,1,0,2021-04-26,1,1
105583,111456,2,1,1,2021-11-01,0 1,1
125802,200325,5,5,0,2022-06-20,1 1 1 1 1,5
106218,144895,1,0,1,2021-04-26,0,0
104755,106426,1,0,1,2021-04-26,0,0
111815,124079,2,2,0,2022-03-07,1 1,2
104731,106148,1,1,0,2021-04-26,1,1
105613,105948,1,1,0,2021-04-26,1,1
105227,132686,1,1,0,2021-04-26,1,1
105932,123755,1,1,0,2021-04-26,1,1
105526,136440,2,1,1,2021-08-16,1 0,1
105870,105936,1,0,1,2021-04-26,0,0
111456,125802,6,3,3,2023-06-12,1 1 0 0 1,3
133430,144895,2,0,2,2024-04-15,0 0,0
105357,134770,1,0,1,2021-04-26,0,0
105613,105932,1,0,1,2021-04-26,0,0
104731,105227,1,0,1,2021-04-26,0,0
200005,200221,3,1,2,2024-02-05,0 0 1,1
105526,105936,1,1,0,2021-04-26,1,1
100644,125802,1,0,1,2021-04-26,0,0
105227,111815,2,1,1,2022-05-09,0 1,1
105932,134770,1,1,0,2021-04-26,1,1
105077,200221,3,1,2,2023-04-24,1 0 0,1
105526,125802,3,1,2,2022-06-13,1 0 0,1
105732,200221,1,0,1,2021-05-03,0,0
104926,126535,1,1,0,2021-05-03,1,1
105583,133430,2,0,2,2023-01-16,0 0,0
106234,200005,2,2,0,2022-03-21,1 1,2
104545,200175,1,1,0,2021-05-03,1,1
105777,144750,1,0,1,2021-05-03,0,0
104665,106218,1,0,1,2021-05-03,0,0
105550,206173,1,0,1,2021-05-03,0,0
105526,200615,1,0,1,2021-05-03,0,0
105173,207989,1,0,1,2021-05-03,0,0
106421,200221,4,4,0,2024-02-26,1 1 1 1,4
106426,136440,2,2,0,2024-04-15,1 1,2
104926,126610,1,0,1,2021-05-03,0,0
106415,134770,3,1,2,2023-10-02,0 1 0,1
106218,106233,3,0,3,2023-09-25,0 0 0,0
105357,105554,1,0,1,2021-05-03,0,0
200615,206173,1,1,0,2021-05-03,1,1
104745,207989,3,2,1,2022-05-02,1 1 0,2
105643,126610,1,0,1,2021-05-03,0,0
126774,134770,5,2,3,2024-04-15,0 1 0 1 0,2
106234,122330,2,0,2,2022-10-24,0 0,0
104545,126094,3,2,1,2022-10-31,1 1 0,2
100644,105554,1,1,0,2021-05-03,1,1
104745,200615,2,2,0,2021-05-31,1 1,2
104545,106233,1,0,1,2021-05-03,0,0
105332,105882,1,0,1,2021-05-10,0,0
111794,133430,1,0,1,2021-05-10,0,0
105807,111513,1,1,0,2021-05-10,1,1
104926,105453,1,0,1,2021-05-10,0,0
105173,106198,1,0,1,2021-05-10,0,0
106234,200175,2,2,0,2022-01-10,1 1,2
104755,124187,1,0,1,2021-05-10,0,0
128034,207518,4,2,2,2023-07-03,0 1 0 1,2
105676,106099,1,1,0,2021-05-10,1,1
105643,111575,1,1,0,2021-05-10,1,1
105379,105526,1,0,1,2021-05-10,0,0
126149,200282,1,1,0,2021-05-10,1,1
105916,106415,1,1,0,2021-05-10,1,1
105777,200221,2,0,2,2022-04-11,0 0,0
105554,126203,3,2,1,2022-08-08,0 1 1,2
105882,133430,1,0,1,2021-05-10,0,0
106234,106421,3,2,1,2023-04-24,1 0 1,2
124187,207518,3,3,0,2022-03-07,1 1 1,3
105643,105676,1,1,0,2021-05-10,1,1
105138,106426,2,2,0,2022-01-03,1 1,2
126149,132283,1,0,1,2021-05-10,0,0
105227,126774,1,0,1,2021-05-10,0,0
105357,126610,1,0,1,2021-05-10,0,0
106234,124187,1,0,1,2021-05-10,0,0
105643,200000,1,1,0,2021-05-10,1,1
104925,200221,5,4,1,2023-08-14,1 1 0 1 1,4
105643,124187,1,0,1,2021-05-10,0,0
104745,124187,2,2,0,2022-03-07,1 1,2
105882,106065,1,0,1,2021-05-17,0,0
104542,126205,1,0,1,2021-05-17,0,0
106329,111513,1,0,1,2021-05-17,0,0
104792,205734,1,1,0,2021-05-17,1,1
104269,125802,1,0,1,2021-05-17,0,0
105732,200624,2,0,2,2022-04-25,0 0,0
105173,209070,1,0,1,2021-05-17,0,0
105332,136440,2,0,2,2022-03-07,0 0,0
111575,126127,2,2,0,2022-01-17,1 1,2
105311,111794,1,0,1,2021-05-17,0,0
104755,106296,1,1,0,2021-05-17,1,1
105916,105967,1,1,0,2021-05-17,1,1
105227,208502,1,0,1,2021-05-17,0,0
126239,144707,1,1,0,2021-05-17,1,1
104665,111442,2,1,1,2021-06-21,1 0,1
111815,144895,2,1,1,2022-10-31,1 0,1
106065,133430,1,0,1,2021-05-17,0,0
104926,111513,4,2,2,2024-04-01,0 1 0 1,2
104792,106415,1,0,1,2021-05-17,0,0
105777,125802,4,2,2,2023-07-03,1 0 0 1,2
105379,105676,1,1,0,2021-05-17,1,1
104655,209070,1,1,0,2021-05-17,1,1
200624,207518,4,2,2,2022-09-19,0 1 0 1,2
103852,136440,1,0,1,2021-05-17,0,0
105815,134770,2,0,2,2021-06-21,0 0,0
105916,208502,1,0,1,2021-05-17,0,0
126239,206173,3,1,2,2022-01-03,1 0 0,1
103819,104665,1,0,1,2021-05-17,0,0
111513,133430,2,0,2,2022-01-17,0 0,0
106415,126774,1,0,1,2021-05-17,0,0
105379,207518,2,0,2,2022-07-25,0 0,0
134770,136440,1,1,0,2021-05-17,1,1
104755,111575,1,0,1,2021-05-17,0,0
104665,208502,1,1,0,2021-05-17,1,1
111815,126239,1,1,0,2021-05-17,1,1
133430,134770,2,0,2,2022-05-09,0 0,0
111815,126774,3,1,2,2024-05-06,0 1 0,1
106148,126239,1,1,0,2021-05-24,1,1
144707,144719,2,0,2,2022-07-25,0 0,0
104468,124079,1,0,1,2021-05-24,0,0
105430,106329,1,0,1,2021-05-24,0,0
104755,127157,3,2,1,2023-07-24,1 1 0,2
105643,127760,1,1,0,2021-05-24,1,1
104269,106298,1,1,0,2021-05-24,1,1
106065,134840,1,1,0,2021-05-24,1,1
106353,126952,1,1,0,2021-05-24,1,1
105379,106099,1,1,0,2021-05-24,1,1
144684,209098,1,1,0,2021-05-24,1,1
105449,106210,3,2,1,2022-07-11,0 1 1,2
106218,207925,1,0,1,2021-05-24,0,0
105413,106331,1,1,0,2021-05-24,1,1
105023,106415,1,0,1,2021-05-24,0,0
104655,200175,1,1,0,2021-05-24,1,1
126149,207518,2,0,2,2021-10-18,0 0,0
105948,209916,1,1,0,2021-05-24,1,1
106078,121531,1,0,1,2021-05-24,0,0
104792,106148,1,0,1,2021-05-24,0,0
104755,124079,2,1,1,2024-04-01,1 0,1
105643,106329,2,1,1,2022-02-21,1 0,1
106353,144684,1,0,1,2021-05-24,0,0
106210,126205,3,0,3,2022-06-27,0 0 0,0
105526,207925,1,1,0,2021-05-24,1,1
105413,105932,1,1,0,2021-05-24,1,1
106415,207518,3,1,2,2023-08-07,1 0 0,1
104655,105948,3,0,3,2022-03-07,0 0 0,0
104925,121531,1,1,0,2021-05-24,1,1
104755,144719,1,0,1,2021-05-24,0,0
104269,144684,1,0,1,2021-05-24,0,0
105413,105583,1,1,0,2021-05-24,1,1
105526,126205,5,1,4,2023-06-12,0 0 0 0 1,1
104925,105948,1,1,0,2021-05-24,1,1
106415,200624,3,0,3,2023-01-02,0 0 0,0
105643,144684,1,0,1,2021-05-24,0,0
104925,105413,1,1,0,2021-05-24,1,1
104925,144684,2,2,0,2022-05-23,1 1,2
106065,200624,1,0,1,2021-05-24,0,0
104655,106298,1,1,0,2021-05-31,1,1
105575,200005,1,1,0,2021-05-31,1,1
106034,106065,1,0,1,2021-05-31,0,0
104542,106415,1,0,1,2021-05-31,0,0
105676,207518,2,0,2,2022-08-29,0 0,0
103852,105948,1,0,1,2021-05-31,0,0
104731,126952,1,0,1,2021-05-31,0,0
104312,200000,2,1,1,2021-08-02,1 0,1
105311,126203,1,0,1,2021-05-31,0,0
106288,136440,1,0,1,2021-05-31,0,0
105227,126239,2,1,1,2022-10-24,1 0,1
104755,200384,1,1,0,2021-05-31,1,1
106216,111815,1,0,1,2021-05-31,0,0
132283,144750,1,0,1,2021-05-31,0,0
105376,126149,1,0,1,2021-05-31,0,0
106148,144707,2,0,2,2022-10-10,0 0,0
104229,106043,1,0,1,2021-05-31,0,0
106234,202385,2,1,1,2021-08-30,1 0,1
126523,207989,2,0,2,2023-02-13,0 0,0
105487,126127,1,1,0,2021-05-31,1,1
100644,106214,1,1,0,2021-05-31,1,1
126128,126535,1,1,0,2021-05-31,1,1
111513,144895,2,2,0,2022-01-03,1 1,2
105554,200175,2,0,2,2022-10-03,0 0,0
105453,105561,1,1,0,2021-05-31,1,1
105870,105967,1,0,1,2021-05-31,0,0
105138,106408,1,1,0,2021-05-31,1,1
111794,209070,1,1,0,2021-05-31,1,1
105062,200221,1,0,1,2021-05-31,0,0
122298,128034,1,1,0,2021-05-31,1,1
104926,106296,1,1,0,2021-05-31,1,1
105936,109739,1,1,0,2021-05-31,1,1
106329,202103,1,1,0,2021-05-31,1,1
106078,111505,1,0,1,2021-05-31,0,0
105777,106218,3,2,1,2022-10-24,0 1 1,2
105550,123755,1,1,0,2021-05-31,1,1
111456,200325,3,1,2,2022-08-01,1 0 0,1
105413,124187,1,0,1,2021-05-31,0,0
111442,144719,2,1,1,2024-04-15,0 1,1
106331,126205,2,0,2,2023-01-09,0 0,0
106421,122330,5,5,0,2024-04-22,1 1 1 1 1,5
104655,104925,1,0,1,2021-05-31,0,0
105575,105902,1,1,0,2021-05-31,1,1
104312,126952,1,0,1,2021-05-31,0,0
111815,144750,1,1,0,2021-05-31,1,1
126149,206173,1,0,1,2021-05-31,0,0
104792,144707,2,0,2,2022-01-31,0 0,0
104259,106234,1,1,0,2021-05-31,1,1
105932,207989,2,0,2,2022-05-02,0 0,0
105487,105526,1,0,1,2021-05-31,0,0
100644,126128,3,2,1,2023-10-02,1 1 0,2
105138,105967,1,0,1,2021-05-31,0,0
111794,134770,1,0,1,2021-05-31,0,0
122298,200221,4,1,3,2023-07-03,0 1 0 0,1
124079,126774,2,0,2,2021-10-04,0 0,0
104545,105936,2,2,0,2022-05-02,1 1,2
105449,106329,1,1,0,2021-05-31,1,1
105807,111505,1,1,0,2021-05-31,1,1
105550,106218,2,1,1,2023-06-26,0 1,1
106426,111456,1,1,0,2021-05-31,1,1
124187,144719,1,1,0,2021-05-31,1,1
106421,126205,4,3,1,2024-05-06,1 1 1 0,3
106065,207518,2,1,1,2022-07-25,0 1,1
126610,126952,1,1,0,2021-05-31,1,1
103819,136440,1,1,0,2021-05-31,1,1
104259,106043,1,0,1,2021-05-31,0,0
105526,207989,4,1,3,2024-04-22,1 0 0 0,1
105453,105967,1,1,0,2021-05-31,1,1
106218,106426,2,0,2,2023-03-20,0 0,0
104925,207518,5,4,1,2024-04-08,1 1 1 0 1,4
105526,106043,1,0,1,2021-05-31,0,0
105643,200221,1,0,1,2021-05-31,0,0
105430,208502,1,0,1,2021-06-07,0,0
105023,123795,1,1,0,2021-06-07,1,1
105173,105902,3,2,1,2024-02-05,0 1 1,2
104871,105870,1,0,1,2021-06-07,0,0
105916,200005,1,0,1,2021-06-07,0,0
105376,125802,2,1,1,2022-08-22,1 0,1
136440,200514,1,0,1,2021-06-07,0,0
105550,111442,2,0,2,2021-08-23,0 0,0
104460,105932,1,0,1,2021-06-07,0,0
105227,200484,1,1,0,2021-06-07,1,1
128034,208502,1,0,1,2021-06-07,0,0
105023,105902,2,1,1,2021-06-28,1 0,1
144750,200000,1,0,1,2021-06-07,0,0
105870,200005,1,0,1,2021-06-07,0,0
105376,200514,1,0,1,2021-06-07,0,0
105227,105932,1,1,0,2021-06-07,1,1
103852,133430,2,0,2,2021-06-14,0 0,0
105023,208502,1,1,0,2021-06-07,1,1
200282,200514,1,0,1,2021-06-07,0,0
105023,200000,1,0,1,2021-06-07,0,0
105227,200514,1,1,0,2021-06-07,1,1
126846,133430,1,0,1,2021-06-14,0,0
105870,126239,3,1,2,2023-07-31,0 1 0,1
103852,105011,1,1,0,2021-06-14,1,1
105379,126207,1,0,1,2021-06-14,0,0
105041,105550,1,1,0,2021-06-14,1,1
104678,132283,1,1,0,2021-06-14,1,1
206173,207733,1,0,1,2021-06-14,0,0
111442,127157,1,1,0,2021-06-14,1,1
104259,200514,1,1,0,2021-06-14,1,1
106234,126214,1,1,0,2021-06-14,1,1
104229,104926,1,0,1,2021-06-14,0,0
105138,200624,4,0,4,2024-03-18,0 0 0 0,0
105227,124116,1,1,0,2021-06-14,1,1
105453,105575,1,1,0,2021-06-14,1,1
105023,200005,2,1,1,2021-06-21,0 1,1
105554,200615,3,3,0,2023-04-03,1 1 1,3
103819,125802,1,1,0,2021-06-14,1,1
105173,106281,3,3,0,2023-06-19,1 1 1,3
104918,105332,2,1,1,2024-01-29,1 0,1
105577,106218,1,0,1,2021-06-14,0,0
105932,126239,3,2,1,2022-09-19,1 1 0,2
104678,126207,1,0,1,2021-06-14,0,0
105041,144750,1,0,1,2021-06-14,0,0
122330,207733,2,0,2,2024-01-08,0 0,0
111442,126094,1,0,1,2021-06-14,0,0
106234,111815,3,1,2,2023-09-20,0 0 1,1
104259,144895,1,1,0,2021-06-14,1,1
105453,200624,1,0,1,2021-06-14,0,0
100644,200005,2,1,1,2023-10-30,0 1,1
103819,200000,1,0,1,2021-06-14,0,0
105526,106218,2,1,1,2022-06-06,0 1,1
105932,144750,1,1,0,2021-06-14,1,1
111815,207733,2,2,0,2022-03-21,1 1,2
104259,126094,1,0,1,2021-06-14,0,0
200005,200624,1,1,0,2021-06-14,1,1
105554,126610,2,0,2,2022-06-13,0 0,0
106218,200000,4,1,3,2023-10-16,0 0 0 1,1
111815,133430,2,2,0,2021-09-27,1 1,2
126610,200282,3,2,1,2023-07-03,1 0 1,2
111815,126610,1,0,1,2021-06-14,0,0
106281,126207,1,1,0,2021-06-21,1,1
105173,105526,1,1,0,2021-06-21,1,1
103852,200095,1,1,0,2021-06-21,1,1
104868,105577,1,0,1,2021-06-21,0,0
105379,105916,1,0,1,2021-06-21,0,0
125802,202400,1,1,0,2021-06-21,1,1
105613,200615,1,0,1,2021-06-21,0,0
105583,127760,1,0,1,2021-06-21,0,0
105062,122330,2,0,2,2021-06-28,0 0,0
105357,126652,1,1,0,2021-06-21,1,1
104468,134770,1,0,1,2021-06-21,0,0
105077,200325,1,0,1,2021-06-21,0,0
105815,144719,1,1,0,2021-06-21,1,1
105902,126845,1,0,1,2021-06-21,0,0
106281,200282,2,0,2,2022-06-27,0 0,0
105577,200221,1,1,0,2021-06-21,1,1
105138,105882,2,2,0,2022-01-17,1 1,2
105916,126952,2,1,1,2022-02-14,0 1,1
125802,200615,1,1,0,2021-06-21,1,1
111442,127760,1,1,0,2021-06-21,1,1
106078,122330,1,0,1,2021-06-21,0,0
105357,132283,1,0,1,2021-06-21,0,0
104312,200325,1,1,0,2021-06-21,1,1
106421,144895,1,1,0,2021-06-21,1,1
104792,126845,2,1,1,2024-03-04,0 1,1
103852,105173,1,0,1,2021-06-21,0,0
104312,126845,1,0,1,2021-06-21,0,0
126952,200282,3,1,2,2024-03-18,0 1 0,1
126845,132283,1,0,1,2021-06-21,0,0
105023,106421,1,0,1,2021-06-21,0,0
104925,207733,1,1,0,2021-06-28,1,1
104731,144642,1,1,0,2021-06-28,1,1
106045,200221,1,1,0,2021-06-28,1,1
106426,126523,2,1,1,2024-02-05,1 0,1
104229,117360,1,0,1,2021-06-28,0,0
105882,124079,1,0,1,2021-06-28,0,0
104792,106331,1,1,0,2021-06-28,1,1
106065,106281,1,0,1,2021-06-28,0,0
105870,106210,2,1,1,2021-07-12,0 1,1
104926,105077,3,2,1,2023-07-17,1 1 0,2
105643,126094,2,0,2,2022-05-23,0 0,0
105577,106148,1,1,0,2021-06-28,1,1
106078,126652,1,1,0,2021-06-28,1,1
103852,105554,1,0,1,2021-06-28,0,0
104468,105583,1,0,1,2021-06-28,0,0
111190,126156,1,0,1,2021-06-28,0,0
200282,200624,3,2,1,2024-02-12,0 1 1,2
104259,133430,1,0,1,2021-06-28,0,0
104665,105732,1,1,0,2021-06-28,1,1
106214,126239,1,1,0,2021-06-28,1,1
104918,105932,3,3,0,2022-01-17,1 1 1,3
109054,126952,1,0,1,2021-06-28,0,0
105550,126610,1,0,1,2021-06-28,0,0
106296,122298,1,0,1,2021-06-28,0,0
105379,144895,1,1,0,2021-06-28,1,1
104545,106415,2,1,1,2021-10-04,0 1,1
104871,106234,2,2,0,2021-07-24,1 1,2
105453,200615,1,1,0,2021-06-28,1,1
104542,144707,1,0,1,2021-06-28,0,0
106228,126149,1,0,1,2021-06-28,0,0
126203,206909,2,2,0,2021-10-04,1 1,2
105449,110602,1,1,0,2021-06-28,1,1
105613,105815,1,0,1,2021-06-28,0,0
100644,134868,4,3,1,2024-03-04,1 0 1 1,3
105936,106109,1,0,1,2021-06-28,0,0
105155,132283,1,0,1,2021-06-28,0,0
105948,123755,2,0,2,2022-07-18,0 0,0
105430,105902,1,0,1,2021-06-28,0,0
106218,200325,4,3,1,2024-05-20,1 1 1 0,3
105227,106099,1,1,0,2021-06-28,1,1
105477,126127,1,0,1,2021-06-28,0,0
106034,207989,1,0,1,2021-06-28,0,0
104312,106045,1,0,1,2021-06-28,0,0
104792,124079,2,1,1,2022-08-08,0 1,1
106043,106281,2,1,1,2022-06-27,1 0,1
105916,106210,1,1,0,2021-06-28,1,1
105577,126207,1,0,1,2021-06-28,0,0
106078,111575,2,0,2,2022-01-03,0 0,0
126156,200624,1,0,1,2021-06-28,0,0
104918,106214,1,1,0,2021-06-28,1,1
126952,136440,2,0,2,2022-08-01,0 0,0
122298,126610,2,0,2,2022-06-13,0 0,0
105379,106415,1,1,0,2021-06-28,1,1
104871,125802,1,0,1,2021-06-28,0,0
105453,111442,2,1,1,2023-07-24,0 1,1
144707,200000,2,0,2,2022-10-31,0 0,0
106401,126149,1,1,0,2021-06-28,1,1
100644,105815,1,1,0,2021-06-28,1,1
106109,111815,1,0,1,2021-06-28,0,0
106218,128034,1,0,1,2021-06-28,0,0
105227,126127,1,1,0,2021-06-28,1,1
106421,207989,6,2,4,2024-03-04,0 0 1 0 0,1
106426,124079,6,4,2,2023-02-20,1 1 0 1 0,3
105554,200624,2,0,2,2023-06-19,0 0,0
104918,133430,3,2,1,2024-02-26,0 1 1,2
111442,125802,1,0,1,2021-06-28,0,0
103819,111815,1,1,0,2021-06-28,1,1
105902,132283,2,0,2,2022-06-20,0 0,0
111575,200624,5,3,2,2023-09-20,1 0 0 1 1,3
105138,133430,1,0,1,2021-06-28,0,0
125802,126610,2,0,2,2021-08-30,0 0,0
106421,128034,6,3,3,2024-01-15,1 1 0 0 1,3
111575,133430,1,0,1,2021-06-28,0,0
103893,202195,1,0,1,2021-07-12,0,0
110602,124079,1,0,1,2021-07-12,0,0
103852,126535,1,0,1,2021-07-12,0,0
105216,200514,1,1,0,2021-07-12,1,1
126149,144684,1,0,1,2021-07-12,0,0
105649,111442,1,0,1,2021-07-12,0,0
105583,106298,1,1,0,2021-07-12,1,1
105376,106283,1,1,0,2021-07-12,1,1
105155,126239,1,0,1,2021-07-12,0,0
105643,111190,1,1,0,2021-07-12,1,1
105539,202385,1,0,1,2021-07-12,0,0
105870,106329,3,3,0,2023-05-29,1 1 1,3
111576,122669,1,0,1,2021-07-12,0,0
105332,105575,1,1,0,2021-07-12,1,1
104731,105011,1,1,0,2021-07-12,1,1
106034,124116,1,0,1,2021-07-12,0,0
104655,105613,1,0,1,2021-07-12,0,0
200095,205734,1,0,1,2021-07-12,0,0
105487,106148,2,1,1,2024-02-05,0 1,1
144895,202104,2,0,2,2024-02-19,0 0,0
105311,105815,1,0,1,2021-07-12,0,0
105967,207518,1,1,0,2021-07-12,1,1
105936,127157,1,1,0,2021-07-12,1,1
105359,111790,1,1,0,2021-07-12,1,1
104259,144719,1,1,0,2021-07-12,1,1
103333,126523,1,1,0,2021-07-12,1,1
105430,208029,2,1,1,2021-07-19,0 1,1
109739,136440,1,0,1,2021-07-12,0,0
105023,202195,1,0,1,2021-07-12,0,0
105807,126535,1,1,0,2021-07-12,1,1
105216,111442,1,0,1,2021-07-12,0,0
105948,106065,2,2,0,2023-02-06,1 1,2
105583,144684,1,1,0,2021-07-12,1,1
105376,105577,1,1,0,2021-07-12,1,1
105357,126239,1,0,1,2021-07-12,0,0
106045,202385,1,0,1,2021-07-12,0,0
105332,122669,1,1,0,2021-07-12,1,1
104731,124116,1,1,0,2021-07-12,1,1
111513,205734,3,3,0,2023-07-31,1 1 1,3
104926,106148,1,0,1,2021-07-12,0,0
106058,106415,3,3,0,2021-08-30,1 1 1,3
105932,202104,1,1,0,2021-07-12,1,1
105967,111200,1,1,0,2021-07-12,1,1
105359,105815,1,1,0,2021-07-12,1,1
104259,105936,1,0,1,2021-07-12,0,0
103333,122330,1,0,1,2021-07-12,0,0
126774,136440,1,1,0,2021-07-12,1,1
111442,202195,1,1,0,2021-07-12,1,1
105376,202385,1,0,1,2021-07-12,0,0
105332,105643,1,0,1,2021-07-12,0,0
105613,106148,1,0,1,2021-07-12,0,0
104731,106058,1,1,0,2021-07-12,1,1
105359,122330,1,0,1,2021-07-12,0,0
105967,134770,2,0,2,2022-03-21,0 0,0
111442,202385,2,0,2,2022-02-07,0 0,0
105870,105948,2,1,1,2022-02-21,0 1,1
104731,122330,1,1,0,2021-07-12,1,1
104731,202385,2,1,1,2021-08-02,1 0,1
105948,134770,2,0,2,2022-02-07,0 0,0
104655,126523,1,0,1,2021-07-19,0,0
105359,105539,1,0,1,2021-07-19,0,0
126239,208502,1,1,0,2021-07-19,1,1
127157,144895,2,1,1,2022-07-25,1 0,1
106214,200267,1,0,1,2021-07-19,0,0
105877,200711,1,1,0,2021-07-19,1,1
124079,126149,1,0,1,2021-07-19,0,0
104312,106109,1,0,1,2021-07-19,0,0
105561,106210,1,1,0,2021-07-19,1,1
105757,117360,1,0,1,2021-07-19,0,0
200670,206909,1,0,1,2021-07-19,0,0
106000,106110,1,1,0,2021-07-19,1,1
200384,207678,1,1,0,2021-07-19,1,1
124116,200514,1,1,0,2021-07-19,1,1
105643,209857,1,1,0,2021-07-19,1,1
106298,207989,1,0,1,2021-07-19,0,0
105332,106075,1,1,0,2021-07-19,1,1
105413,105952,1,1,0,2021-07-19,1,1
106228,134868,1,0,1,2021-07-19,0,0
105512,106034,1,0,1,2021-07-19,0,0
105011,105376,1,1,0,2021-07-19,1,1
105882,144719,1,1,0,2021-07-19,1,1
126120,126535,1,0,1,2021-07-19,0,0
111505,144707,1,0,1,2021-07-19,0,0
106045,106423,2,1,1,2022-03-21,1 0,1
105911,207213,1,0,1,2021-07-19,0,0
126627,200240,1,0,1,2021-07-19,0,0
105051,111200,1,0,1,2021-07-19,0,0
105583,126523,1,1,0,2021-07-19,1,1
105138,126239,2,1,1,2022-02-21,0 1,1
104545,105539,1,1,0,2021-07-19,1,1
126149,127157,2,0,2,2021-07-26,0 0,0
111513,200267,3,2,1,2023-07-17,1 1 0,2
105877,106109,1,0,1,2021-07-19,0,0
104755,105561,1,1,0,2021-07-19,1,1
105023,206909,2,0,2,2022-06-06,0 0,0
105643,200384,1,0,1,2021-07-19,0,0
111442,124116,1,1,0,2021-07-19,1,1
